,poll_id_nate,question_id_538,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,partisan,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment,rv,all_adu,sponsor,population,v
11759,7913,50252.0,2016_Pres-D_OH,2016,OH,Pres-P,Pres-D,American Research Group,9,,2016-03-13,400.0,Hillary Rodham Clinton,DEM,52.0,Bernard Sanders,DEM,45.0,,7.0,2016-03-15,56.12,43.13,12.99,5.99,,1.0,-1.03703729643562,,False,False,,LV,False
11760,7928,50260.0,2016_Pres-R_FL,2016,FL,Pres-P,Pres-R,InsiderAdvantage,243,,2016-03-13,787.0,Donald Trump,REP,44.3,Marco Rubio,REP,26.2,18.2,18.1,2016-03-15,45.72,27.04,18.68,0.58,,1.0,-4.15697466061845,for Florida Times-Union | FOX 13 Tampa Bay | FOX35 Orlando,False,False,Florida Times-Union | FOX 13 Tampa Bay | FOX35 Orlando,LV,False
11761,7929,50258.0,2016_Pres-R_FL,2016,FL,Pres-P,Pres-R,Trafalgar Group,338,R,2016-03-13,1500.0,Donald Trump,REP,44.0,Marco Rubio,REP,24.0,20.0,20.0,2016-03-15,45.72,27.04,18.68,1.32,,1.0,-2.49779914742832,for unspecified Republican sponsor,False,False,unspecified Republican sponsor,LV,False
11762,7957,50251.0,2016_Pres-R_OH,2016,OH,Pres-P,Pres-R,American Research Group,9,,2016-03-13,400.0,John Richard Kasich,REP,44.0,Donald Trump,REP,38.0,12.0,6.0,2016-03-15,46.95,35.87,11.08,5.08,,1.0,-4.8631030565068,,False,False,,LV,False
11763,9845,120033.0,2020_Pres-D_AZ,2020,AZ,Pres-P,Pres-D,Monmouth University,215,,2020-03-13,373.0,Joe Biden,DEM,51.0,Michael Bloomberg,DEM,5.0,3.0,46.0,2020-03-17,65.7,14.41,51.29,5.29,,1.0,0.209697099375622,,False,False,,LV,False
11764,6054,19040.0,2012_Pres-R_IL,2012,IL,Pres-P,Pres-R,We Ask America,376,,2012-03-14,1933.0,Mitt Romney,REP,37.0,Rick Santorum,REP,31.0,8.0,6.0,2012-03-20,46.69,35.01,11.68,5.68,,1.0,2.24698953263529,for WFLD-FOX 32 Chicago,False,False,WFLD-FOX 32 Chicago,LV,False
11765,6055,19041.0,2012_Pres-R_IL,2012,IL,Pres-P,Pres-R,Rasmussen Reports,277,,2012-03-15,750.0,Mitt Romney,REP,41.0,Rick Santorum,REP,32.0,7.0,9.0,2012-03-20,46.69,35.01,11.68,2.68,,1.0,-2.300141881508,,False,False,,LV,False
11766,9849,120089.0,2020_Pres-D_FL,2020,FL,Pres-P,Pres-D,AtlasIntel,546,,2020-03-15,532.0,Joe Biden,DEM,67.0,Bernard Sanders,DEM,27.0,,40.0,2020-03-17,61.95,22.84,39.11,0.89,,1.0,-4.67732764843594,,False,False,,LV,False
11767,9850,120098.0,2020_Pres-D_FL,2020,FL,Pres-P,Pres-D,Swayable,543,,2020-03-16,1608.0,Joe Biden,DEM,63.5,Bernard Sanders,DEM,24.9,,38.6,2020-03-17,61.95,22.84,39.11,0.51,,1.0,-3.07781403702048,,False,False,,LV,False
11768,9860,120099.0,2020_Pres-D_IL,2020,IL,Pres-P,Pres-D,Swayable,543,,2020-03-16,1075.0,Joe Biden,DEM,63.0,Bernard Sanders,DEM,27.7,,35.3,2020-03-17,58.87,36.14,22.73,12.57,,1.0,7.94461989656954,,False,False,,LV,False
11769,6056,19058.0,2012_Pres-R_IL,2012,IL,Pres-P,Pres-R,American Research Group,9,,2012-03-18,600.0,Mitt Romney,REP,44.0,Rick Santorum,REP,30.0,8.0,14.0,2012-03-20,46.69,35.01,11.68,2.32,,1.0,-2.59159962753619,,False,False,,LV,False
11770,6057,19057.0,2012_Pres-R_IL,2012,IL,Pres-P,Pres-R,Public Policy Polling,263,,2012-03-18,506.0,Mitt Romney,REP,45.0,Rick Santorum,REP,30.0,10.0,15.0,2012-03-20,46.69,35.01,11.68,3.32,,1.0,-1.750058439794,,False,False,,LV,False
11771,7968,50287.0,2016_Pres-R_UT,2016,UT,Pres-P,Pres-R,Y2 Analytics,389,,2016-03-18,500.0,Ted Cruz,REP,53.0,John Richard Kasich,REP,29.0,11.0,24.0,2016-03-22,69.46,16.72,52.74,28.74,,1.0,22.8482654841431,,False,False,,LV,False
11772,6059,151581.0,2012_Pres-R_LA,2012,LA,Pres-P,Pres-R,Magellan Strategies,179,,2012-03-19,2018.0,Rick Santorum,REP,46.0,Mitt Romney,REP,29.0,21.0,17.0,2012-03-24,48.99,26.69,22.3,5.3,,1.0,-0.459998919887667,average of multiple versions or turnout models listed in poll,False,False,,LV,False
11773,455,8759.0,2000_Pres-R_NY,2000,NY,Pres-P,Pres-R,Zogby Analytics,395,,2000-03-02,400.0,George W. Bush,REP,44.0,John McCain,REP,40.0,3.0,4.0,2000-03-07,51.02,43.38,7.64,3.64,,1.0,-1.05208382372337,,False,False,,LV,False
11774,3753,2933.0,2008_Pres-D_OH,2008,OH,Pres-P,Pres-D,Public Policy Polling,263,,2008-03-02,1112.0,Hillary Rodham Clinton,DEM,51.0,Barack Obama,DEM,42.0,,9.0,2008-03-04,53.49,44.84,8.65,0.35,,1.0,-2.06005933373326,,False,False,,LV,False
11775,3754,2919.0,2008_Pres-D_OH,2008,OH,Pres-P,Pres-D,Rasmussen Reports,277,,2008-03-02,858.0,Hillary Rodham Clinton,DEM,50.0,Barack Obama,DEM,44.0,,6.0,2008-03-04,53.49,44.84,8.65,2.65,,1.0,-0.0746863469333593,,False,False,,LV,False
11776,3755,2931.0,2008_Pres-D_OH,2008,OH,Pres-P,Pres-D,Suffolk University,323,,2008-03-02,400.0,Hillary Rodham Clinton,DEM,52.0,Barack Obama,DEM,40.0,,12.0,2008-03-04,53.49,44.84,8.65,3.35,,1.0,-1.03591818498387,,False,False,,LV,False
11777,3756,2939.0,2008_Pres-D_OH,2008,OH,Pres-P,Pres-D,SurveyUSA,325,,2008-03-02,873.0,Hillary Rodham Clinton,DEM,54.0,Barack Obama,DEM,44.0,,10.0,2008-03-04,53.49,44.84,8.65,1.35,,1.0,-1.6083759787312,for WCMH-TV Columbus | WCPO-TV Cincinnati | WKYC-TV Cleveland,False,False,WCMH-TV Columbus | WCPO-TV Cincinnati | WKYC-TV Cleveland,LV,False
11778,3757,2926.0,2008_Pres-D_OH,2008,OH,Pres-P,Pres-D,Zogby Analytics,395,,2008-03-02,828.0,Hillary Rodham Clinton,DEM,44.0,Barack Obama,DEM,44.0,,0.0,2008-03-04,53.49,44.84,8.65,8.65,,0.5,6.24682657323149,for Reuters | Houston Chronicle | C-SPAN,False,False,Reuters | Houston Chronicle | C-SPAN,LV,False
11779,3791,2918.0,2008_Pres-D_TX,2008,TX,Pres-P,Pres-D,InsiderAdvantage,243,,2008-03-02,609.0,Hillary Rodham Clinton,DEM,49.0,Barack Obama,DEM,44.0,,5.0,2008-03-04,50.88,47.39,3.49,1.51,,1.0,-2.15055234609005,,False,False,,LV,False
11780,3792,2935.0,2008_Pres-D_TX,2008,TX,Pres-P,Pres-D,Public Policy Polling,263,,2008-03-02,755.0,Hillary Rodham Clinton,DEM,50.0,Barack Obama,DEM,44.0,,6.0,2008-03-04,50.88,47.39,3.49,2.51,,1.0,-0.55042298083125,,False,False,,LV,False
11781,3793,2920.0,2008_Pres-D_TX,2008,TX,Pres-P,Pres-D,Rasmussen Reports,277,,2008-03-02,710.0,Hillary Rodham Clinton,DEM,47.0,Barack Obama,DEM,48.0,,-1.0,2008-03-04,50.88,47.39,3.49,4.49,,0.0,1.52476705604707,,False,False,,LV,False
11782,3794,2938.0,2008_Pres-D_TX,2008,TX,Pres-P,Pres-D,SurveyUSA,325,,2008-03-02,840.0,Hillary Rodham Clinton,DEM,48.0,Barack Obama,DEM,49.0,,-1.0,2008-03-04,50.88,47.39,3.49,4.49,,0.0,1.72523997454574,for KTVT-CBS 11,False,False,KTVT-CBS 11,LV,False
11783,3795,2929.0,2008_Pres-D_TX,2008,TX,Pres-P,Pres-D,Zogby Analytics,395,,2008-03-02,855.0,Hillary Rodham Clinton,DEM,47.0,Barack Obama,DEM,44.0,,3.0,2008-03-04,50.88,47.39,3.49,0.49,,1.0,-2.26866983486552,for Reuters | Houston Chronicle | C-SPAN,False,False,Reuters | Houston Chronicle | C-SPAN,LV,False
11784,3813,2934.0,2008_Pres-R_OH,2008,OH,Pres-P,Pres-R,Public Policy Polling,263,,2008-03-02,612.0,John McCain,REP,50.0,Mike Huckabee,REP,33.0,10.0,17.0,2008-03-04,54.56,32.41,22.15,5.15,,1.0,-2.43585554814957,,False,False,,LV,False
11785,3814,2928.0,2008_Pres-R_OH,2008,OH,Pres-P,Pres-R,SurveyUSA,325,,2008-03-02,455.0,John McCain,REP,58.0,Mike Huckabee,REP,29.0,4.0,29.0,2008-03-04,54.56,32.41,22.15,6.85,,1.0,-0.89567049402129,for WCMH-TV Columbus | WCPO-TV Cincinnati | WKYC-TV Cleveland,False,False,WCMH-TV Columbus | WCPO-TV Cincinnati | WKYC-TV Cleveland,LV,False
11786,3815,2932.0,2008_Pres-R_OH,2008,OH,Pres-P,Pres-R,Zogby Analytics,395,,2008-03-02,712.0,John McCain,REP,59.0,Mike Huckabee,REP,29.0,5.0,30.0,2008-03-04,54.56,32.41,22.15,7.85,,1.0,1.16189120240743,for Reuters | Houston Chronicle | C-SPAN,False,False,Reuters | Houston Chronicle | C-SPAN,LV,False
11787,3840,2936.0,2008_Pres-R_TX,2008,TX,Pres-P,Pres-R,Public Policy Polling,263,,2008-03-02,643.0,John McCain,REP,50.0,Mike Huckabee,REP,38.0,6.0,12.0,2008-03-04,51.89,38.52,13.37,1.37,,1.0,-6.44327782288836,,False,False,,LV,False
11788,3841,2937.0,2008_Pres-R_TX,2008,TX,Pres-P,Pres-R,SurveyUSA,325,,2008-03-02,466.0,John McCain,REP,53.0,Mike Huckabee,REP,36.0,5.0,17.0,2008-03-04,51.89,38.52,13.37,3.63,,1.0,-4.80326153384663,for KTVT-CBS 11,False,False,KTVT-CBS 11,LV,False
11789,3842,2930.0,2008_Pres-R_TX,2008,TX,Pres-P,Pres-R,Zogby Analytics,395,,2008-03-02,704.0,John McCain,REP,57.0,Mike Huckabee,REP,29.0,6.0,28.0,2008-03-04,51.89,38.52,13.37,14.63,,1.0,7.83153559828833,for Reuters | Houston Chronicle | C-SPAN,False,False,Reuters | Houston Chronicle | C-SPAN,LV,False
11790,6019,18873.0,2012_Pres-R_OH,2012,OH,Pres-P,Pres-R,Ipsos,154,,2012-03-02,917.0,Mitt Romney,REP,32.0,Rick Santorum,REP,32.0,17.0,0.0,2012-03-06,37.96,36.95,1.01,1.01,,0.5,-3.81654132717758,for Reuters,False,False,Reuters,LV,False
11791,6029,18845.0,2012_Pres-R_OK,2012,OK,Pres-P,Pres-R,American Research Group,9,,2012-03-02,600.0,Rick Santorum,REP,37.0,Mitt Romney,REP,26.0,22.0,11.0,2012-03-06,33.8,28.05,5.75,5.25,,1.0,-1.45262753006651,,False,False,,LV,False
11792,6033,18872.0,2012_Pres-R_TN,2012,TN,Pres-P,Pres-R,American Research Group,9,,2012-03-02,600.0,Rick Santorum,REP,35.0,Mitt Romney,REP,31.0,20.0,4.0,2012-03-06,37.35,28.24,9.11,5.11,,1.0,-0.642523793101361,,False,False,,LV,False
11793,7855,50117.0,2016_Pres-D_MI,2016,MI,Pres-P,Pres-D,Marist College,183,,2016-03-02,546.0,Bernard Sanders,DEM,40.0,Hillary Rodham Clinton,DEM,57.0,,-17.0,2016-03-08,50.59,49.14,1.45,18.45,,0.0,1.18048233659118,for NBC News | Wall Street Journal,False,False,NBC News | Wall Street Journal,LV,False
11794,7847,50087.0,2016_Pres-R_LA,2016,LA,Pres-P,Pres-R,Trafalgar Group,338,R,2016-03-02,1509.0,Donald Trump,REP,44.0,Ted Cruz,REP,26.0,15.0,18.0,2016-03-05,41.45,37.83,3.62,14.38,,1.0,6.38467333668573,for unspecified Republican sponsor,False,False,unspecified Republican sponsor,LV,False
11795,7848,50097.0,2016_Pres-R_LA,2016,LA,Pres-P,Pres-R,University of New Orleans,358,,2016-03-02,1874.0,Donald Trump,REP,38.0,Ted Cruz,REP,26.0,11.0,12.0,2016-03-05,41.45,37.83,3.62,8.38,,1.0,-0.321827575785788,among registered voters,True,False,,RV,False
11796,7870,50116.0,2016_Pres-R_MI,2016,MI,Pres-P,Pres-R,Marist College,183,,2016-03-02,482.0,Donald Trump,REP,41.0,Ted Cruz,REP,22.0,13.0,19.0,2016-03-08,37.19,25.11,12.08,6.92,,1.0,0.108406244817836,for NBC News | Wall Street Journal,False,False,NBC News | Wall Street Journal,LV,False
11797,7871,50093.0,2016_Pres-R_MI,2016,MI,Pres-P,Pres-R,Mitchell Research & Communications,213,,2016-03-02,643.0,Donald Trump,REP,42.0,Ted Cruz,REP,19.0,14.0,23.0,2016-03-08,37.19,25.11,12.08,10.92,,1.0,5.95075675938888,for Fox 2 News Detroit,False,False,Fox 2 News Detroit,LV,False
11798,9083,80733.0,2018_House-GS_PA-18,2018,PA-18,House-G,House-GS,Emerson College,88,,2018-03-02,474.0,Conor Lamb,DEM,48.0,Richard Saccone,REP,45.0,,3.0,2018-03-13,49.86,49.53,0.33,2.67,2.67,1.0,-2.4320403535223,among registered voters,True,False,,RV,False
11799,9736,119473.0,2020_Pres-D_AL,2020,AL,Pres-P,Pres-D,Swayable,543,,2020-03-02,337.0,Joe Biden,DEM,42.3,Bernard Sanders,DEM,19.8,18.4,22.5,2020-03-03,63.8,16.67,47.13,24.63,,1.0,15.4216785784113,,False,False,,LV,False
11800,9738,119474.0,2020_Pres-D_AR,2020,AR,Pres-P,Pres-D,Swayable,543,,2020-03-02,308.0,Joe Biden,DEM,27.8,Bernard Sanders,DEM,16.8,24.8,11.0,2020-03-03,40.59,22.44,18.15,7.15,,1.0,2.37653991906491,,False,False,,LV,False
11801,9755,119475.0,2020_Pres-D_CA,2020,CA,Pres-P,Pres-D,Swayable,543,,2020-03-02,2586.0,Bernard Sanders,DEM,28.7,Joe Biden,DEM,20.8,9.6,7.9,2020-03-03,35.97,27.9,8.07,0.17,,1.0,-3.46835995504217,,False,False,,LV,False
11802,9760,119476.0,2020_Pres-D_CO,2020,CO,Pres-P,Pres-D,Swayable,543,,2020-03-02,643.0,Bernard Sanders,DEM,28.6,Joe Biden,DEM,19.7,19.0,8.9,2020-03-03,37.0,24.64,12.36,3.46,,1.0,-0.729735436357166,,False,False,,LV,False
11803,9765,119477.0,2020_Pres-D_MA,2020,MA,Pres-P,Pres-D,Swayable,543,,2020-03-02,655.0,Joe Biden,DEM,17.3,Bernard Sanders,DEM,27.0,14.6,-9.7,2020-03-03,33.68,26.8,6.88,16.58,,0.0,5.65635838271485,,False,False,,LV,False
11804,9767,119456.0,2020_Pres-D_ME,2020,ME,Pres-P,Pres-D,Change Research,48,,2020-03-02,507.0,Joe Biden,DEM,24.0,Bernard Sanders,DEM,43.0,16.0,-19.0,2020-03-03,33.94,33.0,0.94,19.94,,0.0,14.8307042261945,,False,False,,LV,False
11805,9768,119478.0,2020_Pres-D_ME,2020,ME,Pres-P,Pres-D,Swayable,543,,2020-03-02,121.0,Joe Biden,DEM,21.5,Bernard Sanders,DEM,26.6,11.0,-5.1,2020-03-03,33.94,33.0,0.94,6.04,,0.0,-5.63438256627192,,False,False,,LV,False
11806,9782,119596.0,2020_Pres-D_NC,2020,NC,Pres-P,Pres-D,Spry Strategies,508,,2020-03-02,543.0,Joe Biden,DEM,44.75,Bernard Sanders,DEM,17.68,10.87,27.07,2020-03-03,43.67,24.62,19.05,8.02,,1.0,-6.07509633146302,for Civitas Institute,False,False,Civitas Institute,LV,False
11807,9783,119480.0,2020_Pres-D_NC,2020,NC,Pres-P,Pres-D,Swayable,543,,2020-03-02,844.0,Joe Biden,DEM,35.7,Bernard Sanders,DEM,22.8,17.8,12.9,2020-03-03,43.67,24.62,19.05,6.15,,1.0,-7.27391540392604,,False,False,,LV,False
11808,9787,119481.0,2020_Pres-D_OK,2020,OK,Pres-P,Pres-D,Swayable,543,,2020-03-02,301.0,Joe Biden,DEM,37.5,Bernard Sanders,DEM,25.9,11.4,11.6,2020-03-03,38.66,25.45,13.21,1.61,,1.0,-4.73118088296137,,False,False,,LV,False
11809,9789,119482.0,2020_Pres-D_TN,2020,TN,Pres-P,Pres-D,Swayable,543,,2020-03-02,604.0,Joe Biden,DEM,28.2,Bernard Sanders,DEM,27.2,16.9,1.0,2020-03-03,41.82,25.08,16.74,15.74,,1.0,10.4826540370243,,False,False,,LV,False
11810,9803,119483.0,2020_Pres-D_TX,2020,TX,Pres-P,Pres-D,Swayable,543,,2020-03-02,1208.0,Joe Biden,DEM,27.1,Bernard Sanders,DEM,27.8,19.9,-0.7,2020-03-03,34.64,29.91,4.73,5.43,,0.0,-1.49526402042685,,False,False,,LV,False
11811,9805,119484.0,2020_Pres-D_UT,2020,UT,Pres-P,Pres-D,Swayable,543,,2020-03-02,134.0,Bernard Sanders,DEM,22.1,Joe Biden,DEM,27.1,6.4,-5.0,2020-03-03,36.14,18.44,17.7,22.7,,0.0,13.2513828788153,,False,False,,LV,False
11812,9810,119455.0,2020_Pres-D_VA,2020,VA,Pres-P,Pres-D,AtlasIntel,546,,2020-03-02,545.0,Joe Biden,DEM,42.0,Bernard Sanders,DEM,28.0,10.0,14.0,2020-03-03,53.31,23.15,30.16,16.16,,1.0,1.14620515754256,,False,False,,LV,False
11813,9811,119449.0,2020_Pres-D_VA,2020,VA,Pres-P,Pres-D,Change Research,48,,2020-03-02,510.0,Joe Biden,DEM,45.0,Bernard Sanders,DEM,25.0,13.0,20.0,2020-03-03,53.31,23.15,30.16,10.16,,1.0,-5.72287968960803,,False,False,,LV,False
11814,9812,119485.0,2020_Pres-D_VA,2020,VA,Pres-P,Pres-D,Swayable,543,,2020-03-02,731.0,Joe Biden,DEM,35.7,Bernard Sanders,DEM,20.2,10.8,15.5,2020-03-03,53.31,23.15,30.16,14.66,,1.0,0.299848283809402,,False,False,,LV,False
11815,9814,119486.0,2020_Pres-D_VT,2020,VT,Pres-P,Pres-D,Swayable,543,,2020-03-02,86.0,Bernard Sanders,DEM,48.4,Joe Biden,DEM,10.5,16.5,37.9,2020-03-03,50.77,22.02,28.75,9.15,,1.0,-1.22160307837035,,False,False,,LV,False
11816,11519,,2024_Pres-R_AK,2024,AK,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,35.0,Donald Trump,REP,81.4,Nikki Haley,REP,18.6,,62.8,2024-03-05,87.58,12.0,75.58,12.78,,1.0,-3.62489242126366,among likely voterrs; note small sample size (not included in 538 database),False,False,,LV,False
11817,11520,,2024_Pres-R_AL,2024,AL,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,129.0,Donald Trump,REP,79.7,Nikki Haley,REP,20.3,,59.4,2024-03-05,83.2,13.0,70.2,10.8,,1.0,1.58662417900321,among likely voters,False,False,,LV,False
11818,11521,,2024_Pres-R_AR,2024,AR,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,46.0,Donald Trump,REP,92.2,Nikki Haley,REP,7.8,,84.4,2024-03-05,76.89,18.42,58.47,25.93,,1.0,15.7133694433486,among likely voterrs; note small sample size (not included in 538 database),False,False,,LV,False
11819,11525,,2024_Pres-R_CA,2024,CA,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,151.0,Donald Trump,REP,75.5,Nikki Haley,REP,24.5,,51.0,2024-03-05,79.25,17.44,61.81,10.81,,1.0,2.08576668943432,among likely voters,False,False,,LV,False
11820,11526,,2024_Pres-R_CO,2024,CO,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,82.0,Donald Trump,REP,70.9,Nikki Haley,REP,29.1,,41.8,2024-03-05,63.46,33.29,30.17,11.63,,1.0,-0.995728796252777,among likely voters,False,False,,LV,False
11821,11527,,2024_Pres-R_MA,2024,MA,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,125.0,Donald Trump,REP,65.5,Nikki Haley,REP,34.5,,31.0,2024-03-05,59.56,36.69,22.87,8.13,,1.0,-2.70608633260956,among likely voters,False,False,,LV,False
11822,11529,,2024_Pres-R_ME,2024,ME,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,18.0,Donald Trump,REP,75.9,Nikki Haley,REP,24.1,,51.8,2024-03-05,71.92,25.4,46.52,5.28,,1.0,-20.4707594003209,among likely voterrs; note small sample size (not included in 538 database),False,False,,LV,False
11823,11531,,2024_Pres-R_MN,2024,MN,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,30.0,Donald Trump,REP,61.5,Nikki Haley,REP,38.5,,23.0,2024-03-05,68.94,28.77,40.17,17.17,,1.0,-9.50588664432628,among likely voterrs; note small sample size (not included in 538 database),False,False,,LV,False
11824,11534,,2024_Pres-R_NC,2024,NC,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,103.0,Donald Trump,REP,76.9,Nikki Haley,REP,23.1,,53.8,2024-03-05,73.84,23.33,50.51,3.29,,1.0,-6.00914954956464,among likely voters,False,False,,LV,False
11825,11535,,2024_Pres-R_OK,2024,OK,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,35.0,Donald Trump,REP,88.8,Nikki Haley,REP,11.2,,77.6,2024-03-05,81.83,15.86,65.97,11.63,,1.0,-1.83238934887466,among likely voterrs; note small sample size (not included in 538 database),False,False,,LV,False
11826,11536,,2024_Pres-R_TN,2024,TN,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,131.0,Donald Trump,REP,83.4,Nikki Haley,REP,16.6,,66.8,2024-03-05,77.33,19.55,57.78,9.02,,1.0,0.462521014426175,among likely voters,False,False,,LV,False
11827,11538,,2024_Pres-R_TX,2024,TX,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,156.0,Donald Trump,REP,79.4,Nikki Haley,REP,20.6,,58.8,2024-03-05,77.84,17.45,60.39,1.59,,1.0,-5.48836052748526,among likely voters,False,False,,LV,False
11828,11540,,2024_Pres-R_VA,2024,VA,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,189.0,Donald Trump,REP,54.9,Nikki Haley,REP,45.1,,9.8,2024-03-05,62.99,34.98,28.01,18.21,,1.0,6.50245243890924,among likely voters,False,False,,LV,False
11829,11542,,2024_Pres-R_VT,2024,VT,Pres-P,Pres-R,Florida Atlantic University/Mainstreet Research,770,,2024-03-02,51.0,Nikki Haley,REP,49.0,Donald Trump,REP,51.0,,-2.0,2024-03-05,49.32,45.13,4.19,6.19,,0.0,-17.3178129641337,among likely voterrs; note small sample size (not included in 538 database),False,False,,LV,False
11830,7965,50298.0,2016_Pres-R_AZ,2016,AZ,Pres-P,Pres-R,InsiderAdvantage,243,,2016-03-20,607.0,Donald Trump,REP,45.8,Ted Cruz,REP,33.3,,12.5,2016-03-22,45.95,27.61,18.34,5.84,,1.0,1.34799306467586,for Fox 10 Phoenix,False,False,Fox 10 Phoenix,LV,False
11831,7977,50359.0,2016_Pres-R_WI,2016,WI,Pres-P,Pres-R,Basswood Research,24,,2016-03-20,500.0,Ted Cruz,REP,36.2,Donald Trump,REP,31.4,20.8,4.8,2016-04-05,48.36,35.14,13.22,8.42,,1.0,-2.24890164634168,for Washington Free Beacon,False,False,Washington Free Beacon,LV,False
11832,6060,19124.0,2012_Pres-R_LA,2012,LA,Pres-P,Pres-R,American Research Group,9,,2012-03-21,600.0,Rick Santorum,REP,43.0,Mitt Romney,REP,27.0,20.0,16.0,2012-03-24,48.99,26.69,22.3,6.3,,1.0,-0.357884327237988,,False,False,,LV,False
11833,6061,19092.0,2012_Pres-R_LA,2012,LA,Pres-P,Pres-R,Rasmussen Reports,277,,2012-03-21,750.0,Rick Santorum,REP,43.0,Mitt Romney,REP,31.0,16.0,12.0,2012-03-24,48.99,26.69,22.3,10.3,,1.0,4.68515302514816,,False,False,,LV,False
11834,7969,50337.0,2016_Pres-D_WI,2016,WI,Pres-P,Pres-D,Emerson College,88,,2016-03-21,354.0,Bernard Sanders,DEM,44.0,Hillary Rodham Clinton,DEM,50.0,,-6.0,2016-04-05,56.7,43.13,13.57,19.57,,0.0,7.43127693748846,,False,False,,LV,False
11835,7978,50336.0,2016_Pres-R_WI,2016,WI,Pres-P,Pres-R,Emerson College,88,,2016-03-21,439.0,Ted Cruz,REP,36.0,Donald Trump,REP,35.0,19.0,1.0,2016-04-05,48.36,35.14,13.22,12.22,,1.0,1.66072947548457,,False,False,,LV,False
11836,6062,19119.0,2012_Pres-R_LA,2012,LA,Pres-P,Pres-R,Public Policy Polling,263,,2012-03-22,650.0,Rick Santorum,REP,42.0,Mitt Romney,REP,28.0,18.0,14.0,2012-03-24,48.99,26.69,22.3,8.3,,1.0,2.47754432137118,,False,False,,LV,False
11837,6066,19120.0,2012_Pres-R_WI,2012,WI,Pres-P,Pres-R,Rasmussen Reports,277,,2012-03-22,1000.0,Mitt Romney,REP,46.0,Rick Santorum,REP,33.0,8.0,13.0,2012-04-03,44.36,37.1,7.26,5.74,,1.0,2.20139227154413,,False,False,,LV,False
11838,7979,50375.0,2016_Pres-R_WI,2016,WI,Pres-P,Pres-R,Optimus Analytics,245,,2016-03-23,6182.0,Ted Cruz,REP,27.2,Donald Trump,REP,30.9,29.4,-3.7,2016-04-05,48.36,35.14,13.22,16.92,,0.0,8.7812090658988,,False,False,,LV,False
11839,6067,19166.0,2012_Pres-R_WI,2012,WI,Pres-P,Pres-R,Marquette University Law School,195,,2012-03-24,350.0,Mitt Romney,REP,39.0,Rick Santorum,REP,31.0,11.0,8.0,2012-04-03,44.36,37.1,7.26,0.74,,1.0,-4.39985674029497,,False,False,,LV,False
11840,12313,,2025_House-G_FL-6,2025,FL,House-G,House-GS,St. Pete Polls,314,,2025-03-24,403.0,Josh Weil,DEM,44.2,Randy Fine,REP,48.3,,-4.1,2025-04-01,42.7,56.7,-14.0,9.9,9.9,1.0,3.10475518587125,Special election,False,False,,LV,False
11841,4965,118230.0,2009_House-GS_NY-20,2009,NY-20,House-G,House-GS,Siena College,305,,2009-03-26,917.0,Scott Murphy,DEM,47.0,James Nicholas Tedisco,REP,43.0,,4.0,2009-03-31,50.23,49.77,0.46,3.54,3.54,1.0,-1.31459249921348,,False,False,,LV,False
11842,6068,19206.0,2012_Pres-R_WI,2012,WI,Pres-P,Pres-R,St. Norbert College,313,,2012-03-26,403.0,Mitt Romney,REP,37.0,Rick Santorum,REP,32.0,8.0,5.0,2012-04-03,44.36,37.1,7.26,2.26,,1.0,-2.22447591130401,for Wisconsin Public Radio,False,False,Wisconsin Public Radio,LV,False
11843,7970,50395.0,2016_Pres-D_WI,2016,WI,Pres-P,Pres-D,Marquette University Law School,195,,2016-03-26,405.0,Bernard Sanders,DEM,49.2,Hillary Rodham Clinton,DEM,44.9,,4.3,2016-04-05,56.7,43.13,13.57,9.27,,1.0,-2.20981075939176,,False,False,,LV,False
11844,7980,50394.0,2016_Pres-R_WI,2016,WI,Pres-P,Pres-R,Marquette University Law School,195,,2016-03-26,471.0,Ted Cruz,REP,39.6,Donald Trump,REP,30.4,21.4,9.2,2016-04-05,48.36,35.14,13.22,4.02,,1.0,-6.0852995898102,,False,False,,LV,False
